tweet_id,arg_id,message
232,232-0,Love is gigantic and unspoken .
232,232-1,LOVE IS BLIND BUT
232,232-2,WE ARE NOT BLIND
233,233-0,"i'm a supergirl ,"
233,233-1,and supergirls don't cry ...
233,233-2,or do they ? or
233,233-3,am i not a supergirl at all ??
234,234-0,Interesting glee this evening !
235,235-0,"TO ALL MY FAM & FRIENDS , THANK YOU FOR"
235,235-1,ALL MY BIRTHDAY SHOUT OUTS !!!!
235,235-2,LUV YA !!!!!
236,236-0,And the band played Waltzing Matilda ...
237,237-0,The truth isn't flashy .
237,237-1,Flashy words aren't true .
237,237-2,Educated people aren't always smart .
237,237-3,Smart people don't always have an education .
237,237-4,Good people don't argue .
237,237-5,"People who argue aren't good "" ----- Tao Te Ching ( Ron's translation 2002 ) """
238,238-0,want to
238,238-1,"run ,"
238,238-2,run but
238,238-3,"don't know from where nor to where ,,"
238,238-4,just run ...
238,238-5,ANONYMIZED_NAME ANONYMIZED_NAME
239,239-0,Help !!
239,239-1,I'm trapped in
239,239-2,the conference call that will never end !
239,239-3,Rounding hour 3 .
240,240-0,About to go to a movie wit ANONYMIZED_NAME lol
241,241-0,the third crossroad must be the most difficult ....
241,241-1,hold on to
241,241-2,the memories or let go to
241,241-3,start anew ?
242,242-0,"I'm having a bad I miss ANONYMIZED_NAME day "" ."
242,242-1,For no reason ...
242,242-2,nothing triggered it ...
242,242-3,kids aren't driving me too crazy .
242,242-4,I just miss his laugh
243,243-0,good bye grandma ..
243,243-1,i hope u reach a better place ..
243,243-2,we love u ..
243,243-3,:'(
244,244-0,i want to
244,244-1,thank all my wonderful friends and
244,244-2,family for my birthday wishes .
244,244-3,Yall are the BEST !!!!!
245,245-0,Nothing !!!
246,246-0,"Grr , school starts on monday ..."
246,246-1,I'm definitely not looking forward to that .
247,247-0,I want 2
247,247-1,thank everyone 4 wishingme a happy bday ...
247,247-2,luv u guys
248,248-0,A true friend\ndoesn't care if
248,248-1,"you're\nbroke , when your house is\na mess ,"
248,248-2,"about your past , or\nif your family is filled with\ncrazies ..."
248,248-3,They love you for\nwho
248,248-4,you are .
248,248-5,A true friend\ncan go long periods of
248,248-6,time\nwithout speaking to
248,248-7,you\nand never question the friendship .
249,249-0,I'm willing to
249,249-1,admit that
249,249-2,I may not always be right
250,250-0,in need of insects cant bye any yeat
251,251-0,"If God's the game that you're playing\nWell ,"
251,251-1,we must get more acquainted\nBecause
251,251-2,it has to
251,251-3,be so lonely ...
251,251-4,to be the only one who's holy
252,252-0,they said it would't be easy ...
252,252-1,but no one told me it would be this hard ...
253,253-0,For the past two days the door to my shop has been frozen closed .
253,253-1,Got that unstuck .
253,253-2,Tho I have lots to
253,253-3,do for
253,253-4,"the upcoming show , I'm not looking forward to"
253,253-5,working in this freezing frikin cold !!
254,254-0,Really looking forward to the Children's Music Compition in ANONYMIZED_NAEM on the ANONYMIZED_NUMBERth .
254,254-1,So excited .
254,254-2,The kids have been working so
254,254-3,hard and doing such a great job .
254,254-4,Their preformance is going to
254,254-5,be exstreme .
254,254-6,Wait and
254,254-7,see .
255,255-0,How is everybody today ?
256,256-0,"PEACE I can picture in my minds eye a world without conflict , a world without war ."
256,256-1,"Then I can picture us attacking it ,"
256,256-2,because they would never expect it !
256,256-3,\\^/
257,257-0,Definitely absolutely doubting the certainty\n .
258,258-0,Interesting video for a man with butter fingers .
259,259-0,Many blessings to you all on this HOT Monday !
260,260-0,nursery practice whoot .
261,261-0,Just need to
261,261-1,get out
261,261-2,of my own way and put myself out there ...
261,261-3,Easier said than
261,261-4,done
261,261-5,:/
262,262-0,Cmon Arsenal !!
262,262-1,It's now or never ..
262,262-2,show them wat we are made off ...
263,263-0,i hate the way she smile .
263,263-1,so plastic !
263,263-2,so stupid and yet so pathetic .
263,263-3,CHAR !
264,264-0,Dare to
264,264-1,take chances .
264,264-2,;)
265,265-0,ah its nice to
265,265-1,be back in Sheptown --
265,265-2,back to the grind tomorrow .
265,265-3,also if you haven't seen Sherlock Holmes do it NOW it was AWESOME !!!!
266,266-0,Thank you
267,267-0,This day could not possibly get any worse !
267,267-1,:/
268,268-0,"10:26 , man , iv been up a toltal of"
268,268-1,"31 hours , im way high an way tierd ,"
268,268-2,talk to
268,268-3,"meh , he ..."
268,268-4,ANONYMIZED_URL
269,269-0,Real Pirate Wenches suck c0ck like
269,269-1,it's gunna cum rum !
270,270-0,cuddling with
270,270-1,lukas in my bed hes so fluffly !!!
270,270-2,but only if .....
271,271-0,LOVE IS LIFE
272,272-0,Well no final decision til the 26th ....
272,272-1,=(
272,272-2,judge got pissed off and
272,272-3,told us hed had enough ....
273,273-0,Going to the ANONYMIZED_NAME tomorrow !
273,273-1,Yeah !
274,274-0,back to the way things are suppose to
274,274-1,be
275,275-0,well orlando couldnt come through
275,275-1,but its all good tomorrow starts a new fun filled week of work
276,276-0,phone blowed up today need phone numbers please
277,277-0,i am so
277,277-1,excited to see Grown Up's the latest Adam Sandler flick out on dvd tomorow !
278,278-0,Can't find wat I'm lookin for
279,279-0,want my hair to
279,279-1,grow faster !
280,280-0,Hey yall .
280,280-1,I'm going to tennis camp tommorow .
281,281-0,less than a month to go .....
281,281-1,yahoo !!!
282,282-0,definatly go see Inception if
282,282-1,ya havent
283,283-0,sitting next
283,283-1,"to her , watching her smile ,"
283,283-2,"talk ,"
283,283-3,"laugh ,"
283,283-4,"kiss ,"
283,283-5,hug makes me feels stronger and warmth .
283,283-6,is as if
283,283-7,half my life belongs to her .
283,283-8,"finally , we meet again .."
283,283-9,after so long you've been missing from my view ..
283,283-10,im ready to
283,283-11,take to the next level ..
283,283-12,it may take lots of
283,283-13,"consequences but for the sake of love and trying ,"
283,283-14,i will try .
283,283-15,"you are my drug , and my only personal brand of heroin ."
284,284-0,whaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa nakkaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaainisssssssssssssssssssssssss inisssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss tagal ng patch ng
284,284-1,GRAND CHASEQQ !!!!!!!!!!!!!!
285,285-0,I adpoted a solider and
285,285-1,james asked what is the program and
285,285-2,mom told him its where we move him into your room !
285,285-3,lets just say james didnt like that idea ...
286,286-0,"Netflix movies that arrived today : Fool's Gold "" and "" Definitely"
287,287-0,IT'S 7:00 AM I'M UP
287,287-1,WATCHING CSI MIAMI ( FAV SHOW )
288,288-0,Thanks for all the wonderful Birthday Wishes !
288,288-1,I am having a great day with my most precious gift ever !!
289,289-0,going to
289,289-1,get my husband going to
289,289-2,get my husband !!!!
289,289-3,I LOVE FRIDAYS but
289,289-4,i sure do hate sunday nights
289,289-5,:(
290,290-0,GOOD MORNING FB HAVE A GREAT DAY !
291,291-0,i cant seem to
291,291-1,escape the neonatal vehicle
292,292-0,Thank you for
292,292-1,the birthday wishes !
292,292-2,:)
293,293-0,Insomnia again ...
293,293-1,I'm too tired to
293,293-2,sleep ...
293,293-3,my head aches ....
293,293-4,I feel beat up ...
294,294-0,What a beautiful night it is outside .
294,294-1,"The clear sky and big , bright full moon are amazing and"
294,294-2,it's warm and windy .
294,294-3,Can't remember the last time we had that in February !
295,295-0,watchin to
295,295-1,catch a predator ...
295,295-2,there are some sick people in this world
296,296-0,"At last , the sun is beginning to"
296,296-1,set later .
296,296-2,4:43 yesterday ; 4:44 today .
297,297-0,"I have made an observation : the more senior the person ,"
297,297-1,the more smartly dressed they are during
297,297-2,"the day , but interestingly , the more casually dressed they are in the evening ."
298,298-0,Fake
298,298-1,(+)
298,298-2,(+)
298,298-3,Perfect ( o)(o ) Perky (*)(*)
298,298-4,Cold
298,298-5,(^)
298,298-6,(^)
298,298-7,and even Grandma's \\./\\./ Big ( o )( o ) or
298,298-8,Small (.) (.) Save them all !
298,298-9,Repost for Breast \nCancer Awareness !
299,299-0,need to
299,299-1,thnk
299,299-2,:(
300,300-0,"I can tell whenever someone enters my server ,"
300,300-1,even when I'm not on
300,300-2,Minecraft or are looking at the software .
300,300-3,\n\nThe lag spike slows my music .
301,301-0,Holiday world is going to
301,301-1,be a beast
302,302-0,i'm not aloud to
302,302-1,touch my cats kittens yet
302,302-2,:'(
303,303-0,WOOO just passed my road test !
304,304-0,just got back from livesAblaze
305,305-0,Thanks for the all Birthday wishes
306,306-0,Today is National Coming Out Day .
306,306-1,I'm coming out for
306,306-2,"lesbian , gay , bisexual and transgender equality because it's 2010 and"
306,306-3,"only five states plus DC recognize that love ,"
306,306-4,"not gender , is what matters in a marriage ."
306,306-5,Donate your status and
306,306-6,join me by
306,306-7,clicking here : ANONYMIZED_URL .
307,307-0,Copy this into
307,307-1,your status and see what people rate you .
307,307-2,1 : Crazy .
307,307-3,2:I'd Marry You .
307,307-4,3 : Talkative .
307,307-5,4 : Sarcastic .
307,307-6,5 : Lovable .
307,307-7,6 : Clubhead .
307,307-8,7 : Moody .
307,307-9,8
307,307-10,:D
307,307-11,umb .
307,307-12,9 : Spoiled .
307,307-13,10 : Mouthy .
307,307-14,11 : Random .
307,307-15,12 : Hot .
307,307-16,13 : Funny .
307,307-17,14 : Fit .
307,307-18,15 : Amazing .
307,307-19,16 : Tough .
307,307-20,17 : Cute .
307,307-21,18 : Bf/Gf Type .
307,307-22,19 : Player .
307,307-23,20 : The Best .
307,307-24,21 : Freak .
307,307-25,22 : Quiet .
307,307-26,23 : Sexy .
307,307-27,24 : Adorable .
307,307-28,25 : Annoying .
307,307-29,26 : Rude .
307,307-30,27 : Boring .
307,307-31,28 : Trust-Worthy .
307,307-32,29 : Life Saver .
308,308-0,Had a great birthday with
308,308-1,friends and had lots of
308,308-2,fun and wish it never would have ended .
309,309-0,"We got spirt ,"
309,309-1,"yes we do ,"
309,309-2,We got spirt how ' bout you ....
309,309-3,i think i will vomit next
309,309-4,time i hear that .
310,310-0,I cut candys hair of lol .....
310,310-1,like 14 cm off it !!!!
311,311-0,last night with my sweetheart ANONYMIZED_NAME so fun lol .
311,311-1,so is the best girl in the world
311,311-2,;)
312,312-0,I am a gun owner I do believe in
312,312-1,the right to keep and
312,312-2,bear arms .
312,312-3,One Facebooker has challenged all gun owners to
312,312-4,put this on their wall .
312,312-5,The Supreme Court of the United States has affirmed that
312,312-6,the right to keep and
312,312-7,bear arms is a fundamental right of the individual .
312,312-8,If you Believe in
312,312-9,the 2nd Amendment and you are not afraid to
312,312-10,"show it ,"
312,312-11,re-post this . ***
312,312-12,"Aim well , live free"
313,313-0,You look into the mirror of Erised .
313,313-1,What do you see ?
314,314-0,Gain Muscle and
314,314-1,Maintain Bodyfat Level Current Weight Calories Protein
315,315-0,yummy brisket for my birthday alll right
316,316-0,should be looking for a job right now .
317,317-0,Is quite exhausted by
317,317-1,many things and wishes she could see and
317,317-2,hug ANONYMIZED_NAME ( will be soon hopefully ) and
317,317-3,get away into the country as well
317,317-4,as have a couple of drinks !!!
318,318-0,didn't get nothin done i said i was today .....
318,318-1,still got jr !!!!!...
318,318-2,( bullshit !!!!!
318,318-3,) at least it should be different 2marrow !!!!
318,318-4,( i hope !!!!!
318,318-5,)
319,319-0,And good night all !
320,320-0,I'm back !
320,320-1,And not a moment too soon
321,321-0,I have a problem - f(x ) = exp(((log(((((a^2 ) +
321,321-1,1)*((x / ( f * 100 )) .
321,321-2,^(2*e))+(b^2 ))))
321,321-3,- log(((1/(d^2 ))
321,321-4,- (((
321,321-5,a^2 ) + 1 ) - 1 ))))
321,321-6,* ( 1/(2*e )))
321,321-7,+ ( log(1/c )))
321,321-8,* 100
322,322-0,Has too catch them all !
322,322-1,Want to
322,322-2,trade a Bullbasaur for a Weezing ?...................
322,322-3,well answer me foo .
323,323-0,YEY I got to
323,323-1,miss swim practice this afternoon for a doctors appointment !!!
323,323-2,:-))
324,324-0,Really enjoyed District 9 and the ANONYMIZED_NAME ANONYMIZED_NAME ANONYMIZED_NAME
325,325-0,Please put this in
325,325-1,your status if you know someone or
325,325-2,are related to
325,325-3,someone who suffers from stupidity .
325,325-4,People need to
325,325-5,understand that stupidity is real and
325,325-6,should be taken seriously .
325,325-7,You could be sitting next to a sufferer right now .
325,325-8,There is still
325,325-9,no known cure for
325,325-10,"stupidity , and sympathy does not help ."
325,325-11,But we can raise awareness . ...
325,325-12,93% won't do this because
325,325-13,they don't know how to
325,325-14,copy and paste
326,326-0,"ok , a shout out a receny friend of mine left everything she new to"
326,326-1,"help her sick sister's family ,..."
326,326-2,her sister died yesterday .
326,326-3,any warriors want to
326,326-4,take up swords twould be a good battle .
326,326-5,i just want Fathers pressence felt and
326,326-6,know in these times of difficult choices three children and a spouse
327,327-0,Jan .
327,327-1,19 = 4 years married !!!
327,327-2,My hubby gets a perfect 10 for
327,327-3,"giving me flowers ,"
327,327-4,"imported chocolate , AND a stuffed animal ."
327,327-5,; >
328,328-0,just made the color guard for ANONYMIZED_NAME !
328,328-1,super excited !
328,328-2,Lol
329,329-0,It takes courage and
329,329-1,honesty to see ourselves as
329,329-2,"we really are ,"
329,329-3,but it's the only way to
329,329-4,become the kind of
329,329-5,people we want to
329,329-6,be .
330,330-0,I want my girlfriend to
330,330-1,be with
330,330-2,me right now so we can cuddle
331,331-0,"I was keeping up pretty good ,"
331,331-1,but man I got a lot of
331,331-2,happy birthdays so thank you all ...
331,331-3,it's nice to
331,331-4,be noticed guys
332,332-0,i love when
332,332-1,the night time comes .
332,332-2,i love it .
333,333-0,who wants to
333,333-1,go chow yang pasar mlm tonite n
